TEST_BATTERY_ID,TEST_BATTERY_QUERY_FEATURE,TEST_BATTERY_QUERY_VALUE,1_Most_Similar_Battery_ID,1_Most_Similar_Battery_ID_SCORE,2_Most_Similar_Battery_ID,2_Most_Similar_Battery_ID_SCORE,3_Most_Similar_Battery_ID,3_Most_Similar_Battery_ID_SCORE,4_Most_Similar_Battery_ID,4_Most_Similar_Battery_ID_SCORE,5_Most_Similar_Battery_ID,5_Most_Similar_Battery_ID_SCORE,6_Most_Similar_Battery_ID,6_Most_Similar_Battery_ID_SCORE,7_Most_Similar_Battery_ID,7_Most_Similar_Battery_ID_SCORE,8_Most_Similar_Battery_ID,8_Most_Similar_Battery_ID_SCORE,9_Most_Similar_Battery_ID,9_Most_Similar_Battery_ID_SCORE,10_Most_Similar_Battery_ID,10_Most_Similar_Battery_ID_SCORE
b3c0,slope_first_300_cycles,-1.647313435872396e-05,b2c33,4.190603892008464e-06,b2c34,7.132291793823244e-06,b2c32,8.211135864257812e-06,b2c36,9.887218475341797e-06,b2c29,1.2047688166300456e-05,b2c37,1.217802365620931e-05,b1c18,1.6951560974121092e-05,b1c11,2.1749337514241535e-05,b1c21,2.2232929865519205e-05,b2c39,2.313733100891113e-05
b3c0,slope_last_300_cycles,-0.0005124857028325399,b1c5,8.197625478109129e-07,b1c41,1.0228157043456945e-06,b1c24,5.18778959910076e-06,b1c11,1.2301007906595778e-05,b1c23,1.4612674713134757e-05,b1c18,1.6731421152750667e-05,b1c40,1.9380052884419765e-05,b1c9,2.2274454434712703e-05,b1c29,2.880891164143873e-05,b1c20,3.0241012573242222e-05
b3c0,mean_grad_first_300_cycles,-1.5125473340352376e-05,b2c33,1.1046727498372513e-07,b2c34,1.952449480692545e-06,b2c36,4.309813181559245e-06,b2c32,4.9577156702677415e-06,b2c37,7.889270782470704e-06,b1c18,8.230606714884439e-06,b2c29,9.284218152364094e-06,b2c39,1.8019676208496097e-05,b2c28,2.2512873013814293e-05,b2c44,2.338111400604248e-05
b3c0,mean_grad_last_300_cycles,-0.0005125476916631063,b1c5,4.267692565917882e-07,b1c41,1.1851390202840097e-06,b1c24,5.184610684712742e-06,b1c11,1.3239383697509813e-05,b1c23,1.4464855194091814e-05,b1c18,1.772642135620115e-05,b1c40,2.223889032999674e-05,b1c9,2.3984909057617166e-05,b1c29,2.8405388196309418e-05,b1c20,2.9833316802978487e-05
b3c0,slope_first_400_cycles,-2.3559331893920898e-05,b1c11,1.2845993041992186e-05,b1c43,1.425027847290039e-05,b1c6,2.119690179824829e-05,b1c38,2.194017171859741e-05,b1c44,2.765148878097534e-05,b1c18,2.8247535228729246e-05,b1c15,2.837538719177246e-05,b1c45,2.8962492942810057e-05,b1c37,2.939760684967041e-05,b1c35,4.313915967941284e-05
b3c0,slope_last_400_cycles,-0.0004074497520923615,b1c5,3.491342067718495e-06,b1c11,7.878392934799181e-06,b1c18,8.915960788726809e-06,b1c24,9.243041276931721e-06,b1c41,1.1800229549407926e-05,b1c20,2.206087112426757e-05,b1c23,2.453535795211788e-05,b1c15,2.836957573890684e-05,b1c29,3.062993288040157e-05,b1c9,3.0787438154220536e-05
b3c0,mean_grad_first_400_cycles,-2.232372760772705e-05,b1c11,1.5608370304107663e-05,b1c44,2.605617046356201e-05,b1c15,4.093691706657409e-05,b1c38,4.896357655525207e-05,b1c19,5.838602781295776e-05,b2c33,6.663069128990174e-05,b1c21,7.272526621818543e-05,b1c40,7.939249277114869e-05,b1c32,7.98681378364563e-05,b1c0,8.043810725212097e-05
b3c0,mean_grad_last_400_cycles,-0.00040732413530349733,b1c5,3.968030214309651e-06,b1c11,8.819699287414512e-06,b1c18,9.205043315887475e-06,b1c24,9.350031614303552e-06,b1c41,1.2034624814987144e-05,b1c20,2.2479891777038553e-05,b1c23,2.4403631687164263e-05,b1c15,2.8651356697082496e-05,b1c14,3.2058507204055784e-05,b1c29,3.216728568077086e-05
b3c0,slope_first_500_cycles,-3.0469655990600588e-05,b1c11,2.2292137145996114e-06,b1c42,8.417129516601563e-06,b1c15,9.452342987060547e-06,b1c36,1.4450311660766604e-05,b1c32,1.9574165344238283e-05,b1c30,2.650737762451172e-05,b1c34,2.826213836669922e-05,b1c19,3.508138656616211e-05,b1c28,3.693103790283203e-05,b1c38,3.768229484558106e-05
b3c0,slope_last_500_cycles,-0.00034015119075775146,b1c11,2.099394798278794e-06,b1c5,7.865667343139645e-06,b1c24,1.0564684867858892e-05,b1c3,1.2070298194885273e-05,b1c15,2.1000027656555183e-05,b1c17,2.9729962348937992e-05,b1c28,3.299069404602052e-05,b1c40,3.5752654075622554e-05,b1c34,4.170072078704836e-05,b1c32,4.440319538116458e-05
b3c0,mean_grad_first_500_cycles,-2.965247631072998e-05,b1c11,5.14400005340576e-06,b1c38,1.6175031661987302e-05,b1c15,1.9717812538146973e-05,b1c19,3.4002184867858886e-05,b1c42,3.894329071044922e-05,b1c36,4.086577892303467e-05,b1c32,4.6264886856079096e-05,b1c34,5.191540718078613e-05,b1c30,5.463683605194092e-05,b1c40,6.0662746429443357e-05
b3c0,mean_grad_last_500_cycles,-0.0003402209281921387,b1c11,2.0920038223266576e-06,b1c5,7.863879203796398e-06,b1c24,1.0772109031677226e-05,b1c3,1.1869907379150405e-05,b1c15,2.0941734313964847e-05,b1c17,2.9761195182800317e-05,b1c28,3.3037066459655734e-05,b1c40,3.703689575195314e-05,b1c34,4.1708230972290015e-05,b1c32,4.434251785278323e-05
b3c0,slope_first_600_cycles,-3.688255945841471e-05,b1c19,6.22868537902832e-06,b1c34,8.545915285746256e-06,b1c33,1.1091629664103192e-05,b1c28,1.946588357289632e-05,b1c11,2.2078355153401697e-05,b1c17,2.548396587371826e-05,b1c24,3.563563028971354e-05,b1c26,3.6065777142842606e-05,b1c5,3.99931271870931e-05,b1c7,4.025220870971679e-05
b3c0,slope_last_600_cycles,-0.00029409557580947873,b1c11,5.289912223815918e-07,b1c3,7.788439591725651e-06,b1c24,1.0704696178436294e-05,b1c5,1.1001825332641651e-05,b1c15,1.2740393479665154e-05,b1c17,1.9506911436716762e-05,b1c28,2.6674469312032076e-05,b1c40,3.088841835657759e-05,b1c38,3.144681453704835e-05,b1c34,3.208984931310022e-05
b3c0,mean_grad_first_600_cycles,-3.6178529262542726e-05,b1c19,7.643401622772218e-06,b1c33,1.2245972951253251e-05,b1c34,1.28441055615743e-05,b1c30,1.8060306708017985e-05,b1c32,1.8788774808247886e-05,b1c11,2.0068486531575517e-05,b1c26,3.613899151484172e-05,b1c15,3.7627120812733967e-05,b1c7,4.024465878804525e-05,b1c40,4.047880570093791e-05
b3c0,mean_grad_last_600_cycles,-0.00029415716727574666,b1c11,5.264083544413408e-07,b1c3,7.766385873158763e-06,b1c24,1.0677675406138088e-05,b1c5,1.0982950528462727e-05,b1c15,1.2727578481038437e-05,b1c17,1.9444823265075658e-05,b1c28,2.6847024758656804e-05,b1c38,3.140906492869061e-05,b1c34,3.204772869745893e-05,b1c40,3.236432870229087e-05
b3c0,slope_first_700_cycles,-4.424691200256348e-05,b1c7,2.2797925131661523e-06,b1c29,5.9344087328229656e-06,b1c26,8.163963045392716e-06,b1c17,9.314843586512974e-06,b1c40,1.7478976930890765e-05,b1c24,2.436842237200056e-05,b1c28,2.7907405580793108e-05,b1c5,3.359862736293248e-05,b1c3,5.871142659868513e-05,b1c1,6.023543221609933e-05
b3c0,slope_last_700_cycles,-0.0002582447017942156,b1c11,1.7424140657697337e-06,b1c3,1.9925832748412717e-06,b1c15,4.981500761849561e-06,b1c24,1.0696904999869241e-05,b1c5,1.1387041636875715e-05,b1c17,1.621578420911516e-05,b1c28,2.297946384974888e-05,b1c40,2.4950078555515862e-05,b1c36,2.527875559670586e-05,b1c34,2.53628832953317e-05
b3c0,mean_grad_first_700_cycles,-4.362344741821289e-05,b1c7,2.229980060032433e-06,b1c27,3.1619412558419376e-06,b1c17,5.513685090201243e-06,b1c28,9.251832962036134e-06,b1c26,1.2606382369995117e-05,b1c40,1.663684844970703e-05,b1c24,4.064696175711496e-05,b1c5,5.165040493011474e-05,b1c1,7.770844868251255e-05,b1c3,7.932194641658237e-05
b3c0,mean_grad_last_700_cycles,-0.00025820161615099226,b1c11,1.662373542785664e-06,b1c3,1.813258443559933e-06,b1c15,4.9163614000592845e-06,b1c24,1.098326274326871e-05,b1c5,1.1392065456935325e-05,b1c17,1.629599503108432e-05,b1c28,2.301786627088273e-05,b1c36,2.5201184409005296e-05,b1c34,2.5383915219988145e-05,b1c40,2.6139361517769932e-05
b3c0,slope_first_800_cycles,-5.696356296539307e-05,b1c23,1.907169818878174e-05,b1c5,3.201335668563843e-05,b1c3,6.321519613265991e-05,b1c1,6.543159484863281e-05,b1c7,7.070206105709077e-05,b1c11,nan,b1c15,nan,b1c17,8.781433105468748e-05,b1c19,nan,b1c21,nan
b3c0,slope_last_800_cycles,-0.0002318180352449417,b1c3,3.0698627233505162e-06,b1c5,8.86067748069762e-06,b1c24,9.857788681983949e-06,b1c17,1.1360719799995432e-05,b1c14,1.3853907585144033e-05,b1c28,1.8526315689086924e-05,b1c26,2.9833614826202398e-05,b1c7,3.867372870445252e-05,b1c1,4.768580198287963e-05,b1c11,nan
b3c0,mean_grad_first_800_cycles,-5.653552711009979e-05,b1c24,2.3854672908782954e-05,b1c29,2.5399997830390938e-05,b1c5,4.782930016517639e-05,b1c26,7.083985954523087e-05,b1c7,7.182426750659943e-05,b1c17,7.51861184835434e-05,b1c28,7.811862975358962e-05,b1c1,8.081912994384766e-05,b1c3,8.130110800266265e-05,b1c11,nan
b3c0,mean_grad_last_800_cycles,-0.00023181252181529998,b1c3,3.01301479339598e-06,b1c5,8.926764130592354e-06,b1c24,9.942427277565008e-06,b1c17,1.140177249908447e-05,b1c28,1.852244138717652e-05,b1c26,3.0439198017120385e-05,b1c7,3.953792154788973e-05,b1c1,4.7714114189147935e-05,b1c11,nan,b1c15,nan
b3c0,slope_first_900_cycles,-8.964770370059543e-05,b1c9,2.5334159533182778e-05,b1c5,4.31754191716512e-05,b1c3,8.739292621612548e-05,b1c1,9.254846307966444e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan
b3c0,slope_last_900_cycles,-0.0002099547783533732,b1c3,1.5165408452351783e-06,b1c5,8.281866709391279e-06,b1c1,4.259943962097167e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,8.553995026482498e-06
b3c0,mean_grad_first_900_cycles,-8.957809872097439e-05,b1c9,2.527644236882528e-05,b1c5,5.763067139519585e-05,b1c3,0.00010381976763407389,b1c1,0.00010627561145358615,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan
b3c0,mean_grad_last_900_cycles,-0.000209960142771403,b1c3,1.4824337429470466e-06,b1c5,8.292992909749342e-06,b1c1,4.259222083621554e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,8.539160092671712e-06
b3c0,slope_first_1000_cycles,-0.0001769782304763794,b1c9,5.806130170822145e-05,b1c5,8.018118143081667e-05,b1c3,0.00016163074970245364,b1c1,0.00017441213130950928,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan
b3c0,slope_last_1000_cycles,-0.00019000953435897828,b1c3,4.3407082557678114e-06,b1c5,1.0021924972534172e-05,b1c1,3.0773282051086424e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,7.738411426544173e-06
b3c0,mean_grad_first_1000_cycles,-0.00017716634273529054,b1c9,5.7883739471435556e-05,b1c5,9.293591976165772e-05,b1c3,0.0001756458878517151,b1c1,0.00018696254491806032,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan
b3c0,mean_grad_last_1000_cycles,-0.00018993479013442995,b1c3,4.507839679718012e-06,b1c5,1.010918617248534e-05,b1c1,3.094238042831423e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,7.770359516143786e-06
b3c0,cycle,1010,b1c23,5,b1c24,8,b1c41,42,b1c9,43,b1c40,45,b1c5,64,b1c29,92,b1c14,129,b1c31,135,b1c7,141
b3c1,slope_first_10_cycles,0.0004038095474243164,b2c19,3.5703182220458984e-05,b2c3,6.811618804931642e-05,b2c0,0.00012619495391845702,b2c18,0.00019146203994750975,b2c4,0.00020099878311157225,b2c29,0.00022606849670410157,b2c12,0.0002326011657714844,b2c23,0.00025229454040527345,b2c13,0.00029584169387817386,b2c2,0.0002966403961181641
b3c1,slope_last_10_cycles,-0.0006294310092926026,b1c24,5.7995319366454644e-06,b1c14,6.812810897827105e-06,b1c28,7.331371307373047e-06,b1c29,7.855892181396441e-06,b1c17,3.173351287841795e-05,b1c41,3.491640090942389e-05,b1c32,7.292628288269043e-05,b1c42,7.350444793701165e-05,b1c11,8.521080017089846e-05,b1c36,8.584856986999507e-05
b3c1,mean_grad_first_10_cycles,0.0004415333271026611,b2c19,5.954504013061529e-05,b2c3,0.0001803040504455567,b2c0,0.00019561648368835452,b2c18,0.00031313896179199215,b2c1,0.0003186702728271484,b2c29,0.00033371448516845704,b2c4,0.0003485560417175293,b2c12,0.0003762900829315185,b2c23,0.00037656426429748534,b2c2,0.0004086852073669433
b3c1,mean_grad_last_10_cycles,-0.0006766319274902344,b1c29,1.96099281311033e-06,b1c14,6.943941116333008e-06,b1c24,1.5994906425476096e-05,b1c28,2.8166174888610796e-05,b1c17,2.8678774833679178e-05,b1c32,5.5223703384399414e-05,b1c36,6.208717823028562e-05,b1c41,6.765127182006836e-05,b1c42,8.031725883483887e-05,b1c11,8.040070533752439e-05
b3c1,slope_first_50_cycles,7.824897766113281e-05,b2c13,2.789497375488319e-07,b2c4,6.12497329711914e-06,b2c18,1.1706352233886724e-05,b2c23,1.8448829650878905e-05,b2c12,2.8171539306640624e-05,b2c6,5.715131759643554e-05,b2c11,6.474733352661133e-05,b2c25,6.79326057434082e-05,b2c10,6.849288940429688e-05,b2c2,8.721113204956055e-05
b3c1,slope_last_50_cycles,-0.0008123290538787842,b1c14,1.1694431304932118e-06,b1c24,1.2418031692504783e-05,b1c29,1.762747764587412e-05,b1c28,3.0061006546020516e-05,b1c41,3.749251365661624e-05,b1c17,5.075097084045405e-05,b1c40,5.969643592834467e-05,b1c25,6.114125251770013e-05,b1c11,6.518125534057614e-05,b1c19,7.476687431335444e-05
b3c1,mean_grad_first_50_cycles,8.789896965026856e-05,b2c12,2.3508071899414095e-06,b2c4,1.9314289093017576e-05,b2c13,3.207206726074218e-05,b2c6,3.2331943511962894e-05,b2c18,3.270506858825684e-05,b2c23,4.028201103210449e-05,b2c3,7.236838340759278e-05,b2c25,9.012460708618162e-05,b2c11,9.234905242919921e-05,b2c10,9.764313697814942e-05
b3c1,mean_grad_last_50_cycles,-0.0008219444751739502,b1c14,3.546476364135742e-06,b1c24,7.256865501403809e-06,b1c29,2.347290515899666e-05,b1c28,3.123581409454352e-05,b1c41,3.653049468994147e-05,b1c17,4.743397235870358e-05,b1c25,5.584061145782473e-05,b1c11,6.277561187744134e-05,b1c40,7.274746894836426e-05,b1c19,8.29267501831054e-05
b3c1,slope_first_100_cycles,2.2537708282470703e-05,b2c11,2.2149085998535137e-06,b2c10,3.0863285064697283e-06,b2c25,1.3270378112792968e-05,b2c26,1.6720294952392577e-05,b2c23,2.2249221801757814e-05,b2c21,2.4992227554321286e-05,b2c2,2.885580062866211e-05,b2c40,4.0333271026611325e-05,b2c5,4.291296005249023e-05,b2c14,4.43124771118164e-05
b3c1,slope_last_100_cycles,-0.0008113342523574829,b1c23,1.892268657684333e-05,b1c11,2.004146575927733e-05,b1c9,2.372264862060547e-05,b1c40,3.1068325042724596e-05,b1c14,3.2265186309814436e-05,b1c25,3.384470939636229e-05,b1c19,3.538489341735839e-05,b1c20,3.6926269531250026e-05,b1c29,4.0574073791503976e-05,b1c28,5.087554454803473e-05
b3c1,mean_grad_first_100_cycles,2.654552459716797e-05,b2c23,9.245872497558594e-06,b2c10,1.2919306755065918e-05,b2c11,1.4929771423339845e-05,b2c25,2.5168657302856445e-05,b2c26,2.9640793800354002e-05,b2c18,3.435969352722168e-05,b2c2,3.745198249816895e-05,b2c21,4.465222358703613e-05,b2c4,5.09488582611084e-05,b2c13,5.13458251953125e-05
b3c1,mean_grad_last_100_cycles,-0.0008156171441078186,b1c11,1.9426643848419146e-05,b1c23,1.9616782665252673e-05,b1c40,2.5883615016937208e-05,b1c9,2.928406000137331e-05,b1c14,3.216892480850219e-05,b1c25,3.562390804290772e-05,b1c20,3.8508772850036604e-05,b1c29,4.1911303997039834e-05,b1c19,4.3894350528717e-05,b1c28,5.162209272384648e-05
b3c1,slope_first_200_cycles,-6.3276290893554685e-06,b2c41,2.902746200561523e-06,b2c42,2.992153167724609e-06,b2c24,3.4397840499877934e-06,b2c30,8.119940757751464e-06,b2c43,1.0116100311279297e-05,b2c20,1.041889190673828e-05,b2c45,1.0551214218139649e-05,b2c14,1.0801553726196289e-05,b2c38,1.1059641838073731e-05,b2c5,1.1603832244873046e-05
b3c1,slope_last_200_cycles,-0.0006546208262443543,b1c9,1.90943479537963e-06,b1c40,6.832778453826917e-06,b1c23,1.0277032852172856e-05,b1c41,1.6691684722900443e-05,b1c18,1.98847055435181e-05,b1c5,2.1632909774780304e-05,b1c29,2.1724104881286582e-05,b1c25,2.6510357856750514e-05,b1c11,2.9924809932708758e-05,b1c24,3.455072641372686e-05
b3c1,mean_grad_first_200_cycles,-4.292428493499756e-06,b2c30,7.17341899871826e-07,b2c20,1.291632652282715e-06,b2c45,2.0387768745422362e-06,b2c24,3.362894058227539e-06,b2c14,3.671646118164063e-06,b2c5,4.520714282989503e-06,b2c22,7.815957069396972e-06,b1c20,8.805394172668458e-06,b2c41,8.919835090637207e-06,b2c27,9.023547172546386e-06
b3c1,mean_grad_last_200_cycles,-0.0006552332639694214,b1c40,2.121329307556161e-06,b1c9,3.4227967262268717e-06,b1c23,1.130193471908568e-05,b1c41,1.653999090194696e-05,b1c18,1.9321143627166787e-05,b1c5,2.231806516647336e-05,b1c29,2.3442804813385027e-05,b1c25,2.6851594448089647e-05,b1c11,2.9666423797607383e-05,b1c24,3.413856029510498e-05
b3c1,slope_first_300_cycles,-1.9879738489786782e-05,b2c33,7.839997609456399e-07,b2c34,3.7256876627604197e-06,b2c32,4.804531733194988e-06,b2c36,6.480614344278973e-06,b2c29,8.641084035237632e-06,b2c37,8.771419525146486e-06,b1c18,1.3544956843058268e-05,b1c21,1.882632573445638e-05,b2c39,1.9730726877848306e-05,b2c28,2.3578802744547528e-05
b3c1,slope_last_300_cycles,-0.0004958111047744751,b1c18,5.682309468584782e-08,b1c24,1.1486808458964059e-05,b1c20,1.3566414515177403e-05,b1c41,1.5651782353719125e-05,b1c5,1.5854835510253906e-05,b1c11,2.8975605964660597e-05,b1c23,3.1287272771199576e-05,b1c40,3.6054650942484584e-05,b1c9,3.894905249277752e-05,b1c29,4.548350969950355e-05
b3c1,mean_grad_first_300_cycles,-1.8525123596191407e-05,b2c36,9.101629257202138e-07,b2c34,1.4472007751464861e-06,b2c32,1.5580654144287101e-06,b2c33,3.2891829808553062e-06,b2c37,4.489620526631673e-06,b2c29,5.884567896525063e-06,b1c18,1.163025697072347e-05,b2c39,1.4620025952657065e-05,b2c28,1.911322275797526e-05,b2c44,1.9981463750203448e-05
b3c1,mean_grad_last_300_cycles,-0.0004956122239430746,b1c18,7.909536361694596e-07,b1c24,1.1750857035318948e-05,b1c20,1.2897849082946797e-05,b1c41,1.575032869974768e-05,b1c5,1.6508698463439902e-05,b1c11,3.0174851417541504e-05,b1c23,3.1400322914123505e-05,b1c40,3.917435805002843e-05,b1c9,4.0920376777648856e-05,b1c29,4.534085591634111e-05
b3c1,slope_first_400_cycles,-2.6380717754364015e-05,b1c11,1.5667378902435304e-05,b1c43,1.7071664333343507e-05,b1c6,2.401828765869141e-05,b1c38,2.4761557579040528e-05,b1c18,2.542614936828613e-05,b1c44,3.0472874641418457e-05,b1c15,3.1196773052215575e-05,b1c45,3.1783878803253174e-05,b1c37,3.221899271011353e-05,b1c35,4.596054553985596e-05
b3c1,slope_last_400_cycles,-0.0003939102590084076,b1c5,1.703083515167239e-05,b1c3,1.9469410181045528e-05,b1c11,2.1417886018753078e-05,b1c24,2.2782534360885618e-05,b1c15,4.1909068822860735e-05,b1c40,4.954501986503601e-05,b1c17,5.1927119493484504e-05,b1c28,5.2613914012908944e-05,b1c32,6.361410021781921e-05,b1c19,6.7984014749527e-05
